image_name      , brisque           , niqe               , piqe               , maniqa              , hyperiqa
10004473376.jpg , 9.55267333984375  ,  2.5061980764233653, 40.236183166503906 , 0.6109167337417603  , 0.7395336627960205
10007357496.jpg , 21.36749267578125 ,  3.3808868241093357, 33.1915168762207   , 0.4945400059223175  , 0.7154002785682678
10007903636.jpg , -2.64788818359375 ,  3.1272047575252246, 34.074222564697266 , 0.6147453188896179  , 0.7719706296920776
10009096245.jpg , 22.46844482421875 ,  2.867711575059912 , 24.217449188232422 , 0.5482662320137024  , 0.7082922458648682
100117038.jpg   , 21.10760498046875 ,  4.532190832677189 , 26.9559326171875   , 0.5921305418014526  , 0.7147824168205261
10012398043.jpg , 12.03558349609375 ,  2.3996527180106053, 25.6450138092041   , 0.543788492679596   , 0.6197863817214966
10013822223.jpg , 56.65399169921875 ,  7.3414777519014445, 36.75877380371094  , 0.565582275390625   , 0.6936333775520325
10014002683.jpg , 40.72906494140625 ,  5.890430730616522 , 45.62811279296875  , 0.48331180214881897 , 0.6928343772888184
10017119924.jpg , 14.40277099609375 ,  2.593465633492557 , 39.22712707519531  , 0.5737082362174988  , 0.7099972367286682
10020766793.jpg , 9.07318115234375  ,  2.3464465043116856, 29.454126358032227 , 0.6531348824501038  , 0.753913402557373
10020891105.jpg , 5.08465576171875  ,  2.7970477098845783, 14.487208366394043 , 0.4053225517272949  , 0.5437920093536377
10022757465.jpg , 34.33538818359375 ,  3.4459602204383994, 28.964981079101562 , 0.5243539810180664  , 0.6712632775306702
10022844623.jpg , 9.61419677734375  ,  2.63946682733008  , 30.307239532470703 , 0.4810909032821655  , 0.6503726840019226
10027545463.jpg , 27.41302490234375 ,  2.937075219616576 , 38.95815658569336  , 0.5429847836494446  , 0.7090731859207153
10027582235.jpg , 8.27276611328125  ,  2.5886206646672467, 22.75336456298828  , 0.6284705996513367  , 0.7611108422279358
10029841663.jpg , 21.23260498046875 ,  3.201845080274483 , 46.8075065612793   , 0.5445353984832764  , 0.6991503834724426
10031298826.jpg , -2.33306884765625 ,  2.7938865935745514, 21.270523071289062 , 0.38144436478614807 , 0.5201631784439087
10031913154.jpg , 10.99017333984375 ,  3.7631634103891556, 34.4614372253418   , 0.5243387222290039  , 0.7094806432723999
10039534103.jpg , 60.11346435546875 , 11.453000846497002 , 39.61166763305664  , 0.5566428303718567  , 0.6052632331848145
10041870415.jpg , 11.90447998046875 ,  2.253304347516166 , 28.103971481323242 , 0.46802306175231934 , 0.6797311902046204
10043785683.jpg , 8.46893310546875  ,  2.9007626710764884, 29.92563247680664  , 0.49812081456184387 , 0.6712881326675415
