image_path,brisque,piqe,niqe,filename,image_name,MOS,SD,MOS_zscore
koniq10k_512x384\10004473376.jpg,9.55267333984375,40.236183166503906,2.5061980764233653,10004473376.jpg,10004473376.jpg,3.82857142857143,0.527277894493955,77.3836206896552
koniq10k_512x384\10007357496.jpg,21.36749267578125,33.1915168762207,3.3808868241093357,10007357496.jpg,10007357496.jpg,3.47916666666667,0.5800030247955,68.7285714285714
koniq10k_512x384\10007903636.jpg,-2.64788818359375,34.074222564697266,3.1272047575252246,10007903636.jpg,10007903636.jpg,3.78125,0.527219618674978,78.6285714285714
koniq10k_512x384\10009096245.jpg,22.46844482421875,24.217449188232422,2.867711575059912,10009096245.jpg,10009096245.jpg,3.92660550458716,0.556217750098803,77.24375
koniq10k_512x384\100117038.jpg,21.10760498046875,26.9559326171875,4.532190832677189,100117038.jpg,100117038.jpg,3.83,0.532859638121892,75.1125
koniq10k_512x384\10012398043.jpg,12.03558349609375,25.6450138092041,2.3996527180106053,10012398043.jpg,10012398043.jpg,3.33980582524272,0.619192992472071,65.1495327102804
koniq10k_512x384\10013822223.jpg,56.65399169921875,36.75877380371094,7.3414777519014445,10013822223.jpg,10013822223.jpg,3.58181818181818,0.531258125581778,68.30625
koniq10k_512x384\10014002683.jpg,40.72906494140625,45.62811279296875,5.890430730616522,10014002683.jpg,10014002683.jpg,3.4811320754717,0.650730462458067,64.7627118644068
koniq10k_512x384\10017119924.jpg,14.40277099609375,39.22712707519531,2.593465633492557,10017119924.jpg,10017119924.jpg,3.42342342342342,0.548544347250886,66.224358974359
koniq10k_512x384\10020766793.jpg,9.07318115234375,29.454126358032227,2.3464465043116856,10020766793.jpg,10020766793.jpg,4.08256880733945,0.529297934146812,81.50625
koniq10k_512x384\10020891105.jpg,5.08465576171875,14.487208366394043,2.7970477098845783,10020891105.jpg,10020891105.jpg,3.13725490196078,0.445865843301836,56.8297413793103
koniq10k_512x384\10022757465.jpg,34.33538818359375,28.964981079101562,3.4459602204383994,10022757465.jpg,10022757465.jpg,3.67619047619048,0.596387169276516,71.0154867256637
koniq10k_512x384\10022844623.jpg,9.61419677734375,30.307239532470703,2.63946682733008,10022844623.jpg,10022844623.jpg,3.2843137254902,0.603249467802339,60.925
koniq10k_512x384\10027545463.jpg,27.41302490234375,38.95815658569336,2.937075219616576,10027545463.jpg,10027545463.jpg,3.74509803921569,0.53927480659291,72.8279816513761
koniq10k_512x384\10027582235.jpg,8.27276611328125,22.75336456298828,2.5886206646672467,10027582235.jpg,10027582235.jpg,3.82242990654206,0.491687201381957,77.1377118644068
